video_title,views,likes,comments,release_date_time,link
Notes of a native son: The world according to James Baldwin - Christina Greer,1.1M,"42,762",,5 years ago,https://www.youtube.com/watch?v=dKku0AfTs0c
What is consciousness? - Michael S. A. Graziano,1.4M,"35,572","2,096",5 years ago,https://www.youtube.com/watch?v=MASBIB7zPo4
Will there ever be a mile-high skyscraper? - Stefan Al,2.3M,"36,244",,5 years ago,https://www.youtube.com/watch?v=kF54-camgCg
Why should you read Shakespeare’s “The Tempest”? - Iseult Gillespie,757K,"18,771",620,5 years ago,https://www.youtube.com/watch?v=UvznOeSyESU
How one journalist risked her life to hold murderers accountable - Christina Greer,1.1M,"42,047",703,5 years ago,https://www.youtube.com/watch?v=fygjGXnaV9w
"""The Nutritionist"" by Andrea Gibson",256K,"11,749",,5 years ago,https://www.youtube.com/watch?v=8kIffc8Phfs
"""The Second Coming"" by William Butler Yeats",397K,"9,312",283,5 years ago,https://www.youtube.com/watch?v=IY2oIsA4c7k
"""All the World's a Stage"" by William Shakespeare",582K,"18,107",,5 years ago,https://www.youtube.com/watch?v=_jaSFtcDEiE
"""Three Months After"" by Cristin O'Keefe Aptowicz",177K,"6,484",158,5 years ago,https://www.youtube.com/watch?v=pF_N_pZa2WM
"""The Road Not Taken"" by Robert Frost",1.7M,"55,572","1,819",5 years ago,https://www.youtube.com/watch?v=yGB_K_xlHdI
"""To Make Use of Water"" by Safia Elhillo",289K,"7,415",,5 years ago,https://www.youtube.com/watch?v=kfKDBlK3EwQ
How do ocean currents work? - Jennifer Verduin,2.5M,"36,942",930,5 years ago,https://www.youtube.com/watch?v=p4pWafuvdrY
Why should you read Flannery O’Connor? - Iseult Gillespie,391K,"10,442",261,5 years ago,https://www.youtube.com/watch?v=9QVsGWsk7TU
Can you solve the vampire hunter riddle? - Dan Finkel,3.2M,"48,948",,5 years ago,https://www.youtube.com/watch?v=P4-n0IMQSrQ
How CRISPR lets you edit DNA - Andrea M. Henle,1.4M,"35,121","1,263",5 years ago,https://www.youtube.com/watch?v=6tw_JVz_IEc
Why should you read “Fahrenheit 451”? - Iseult Gillespie,3.7M,"121,340",,5 years ago,https://www.youtube.com/watch?v=YMZcp0EQO2s
A day in the life of a Mongolian queen - Anne F. Broadbridge,2M,"44,992","1,361",5 years ago,https://www.youtube.com/watch?v=wz4k6d2reAI
The myth of Pandora’s box - Iseult Gillespie,8.2M,"149,078","4,419",5 years ago,https://www.youtube.com/watch?v=pMdJxVjZMRI
The truth about electroconvulsive therapy (ECT) - Helen M. Farrell,812K,"18,133","1,735",5 years ago,https://www.youtube.com/watch?v=AcmarVpo2xE
Can you solve the multiplying rabbits riddle? - Alex Gendler,4M,"38,347",,5 years ago,https://www.youtube.com/watch?v=XU5L4Sr93-g
Can you survive nuclear fallout? -  Brooke Buddemeier and Jessica S. Wieder,2M,"47,608",,5 years ago,https://www.youtube.com/watch?v=GHBb25lzNVM
How Thor got his hammer - Scott A. Mellor,13M,"151,449",,5 years ago,https://www.youtube.com/watch?v=Qytj-DbXMKQ
The history of the world according to cats - Eva-Maria Geigl,8.7M,"237,950",,5 years ago,https://www.youtube.com/watch?v=Jsj-hDW9bS8
Can you solve the troll’s paradox riddle? - Dan Finkel,3M,"49,520",,5 years ago,https://www.youtube.com/watch?v=mS5eEhLN57s
The sneakiest tricksters of the animal kingdom - Eldridge Adams,637K,"13,306",381,5 years ago,https://www.youtube.com/watch?v=40KRCazHyuw
From enslavement to rebel gladiator: The life of Spartacus - Fiona Radford,6M,"101,108",,5 years ago,https://www.youtube.com/watch?v=8l1NyR6UvxU
A brie(f) history of cheese - Paul Kindstedt,16M,"200,776",,5 years ago,https://www.youtube.com/watch?v=QKae1k1BDdA
Inside the killer whale matriarchy - Darren Croft,1.6M,"45,478","1,349",5 years ago,https://www.youtube.com/watch?v=sQpGT1BgdX4
The dangerous race for the South Pole - Elizabeth Leane,364K,"8,624",299,5 years ago,https://www.youtube.com/watch?v=Ts3LIirgDbU
Are we running out of clean water? - Balsher Singh Sidhu,923K,"17,524",,5 years ago,https://www.youtube.com/watch?v=OCzYdNSJF-k
Can you solve the time travel riddle? - Dan Finkel,3.3M,"39,142","2,931",5 years ago,https://www.youtube.com/watch?v=ukUPojrPFPA
"Why should you read ""A Midsummer Night's Dream""? - Iseult Gillespie",811K,"21,872",,5 years ago,https://www.youtube.com/watch?v=xCI6o-kbqrs
Why should you read Kurt Vonnegut? -  Mia Nacamulli,1.3M,"50,803","1,080",5 years ago,https://www.youtube.com/watch?v=cwwK7NmfF9w
Can you solve the giant iron riddle? - Alex Gendler,2.5M,"31,042",,5 years ago,https://www.youtube.com/watch?v=BSF9s0gbJ2M
Who decides what art means? - Hayley Levitt,815K,"22,449",736,5 years ago,https://www.youtube.com/watch?v=HoXyw909Qu0
The life cycle of a neutron star - David Lunney,1.3M,"33,541",,5 years ago,https://www.youtube.com/watch?v=fFeV8WxIZLk
Why is meningitis so dangerous? - Melvin Sanicas,2.9M,"65,277",,5 years ago,https://www.youtube.com/watch?v=IaQdv_dBDqM
What’s the smallest thing in the universe? - Jonathan Butterworth,1.2M,"37,899",,5 years ago,https://www.youtube.com/watch?v=ehHoOYqAT_U
The myth of Sisyphus - Alex Gendler,7.9M,"163,248",,5 years ago,https://www.youtube.com/watch?v=q4pDUxth5fQ
History vs. Henry VIII - Mark Robinson and Alex Gendler,2.1M,"39,837",,5 years ago,https://www.youtube.com/watch?v=xdZcqAss92w
Can you solve the secret werewolf riddle? - Dan Finkel,3.7M,"44,816",,5 years ago,https://www.youtube.com/watch?v=9gfPZoyMyTU
How far would you have to go to escape gravity? - Rene Laufer,559K,"12,114",,5 years ago,https://www.youtube.com/watch?v=YlxKh4oCKhw
"Is fire a solid, a liquid, or a gas? - Elizabeth Cox",2.4M,"81,640","3,094",5 years ago,https://www.youtube.com/watch?v=YV8TT9LRBrY
What causes heartburn? - Rusha Modi,1.8M,"29,246",,5 years ago,https://www.youtube.com/watch?v=jP-9AD0wMOk
The fascinating history of cemeteries - Keith Eggener,6.1M,"132,133","3,313",5 years ago,https://www.youtube.com/watch?v=8HegwRtbDSU
How rollercoasters affect your body - Brian D. Avery,2.4M,"39,508",,5 years ago,https://www.youtube.com/watch?v=BunU6CTmhFw
Can you solve the stolen rubies riddle? - Dennis Shasha,3.6M,"41,419",,5 years ago,https://www.youtube.com/watch?v=2QJ2L2ip32w
Does time exist? - Andrew Zimmerman Jones,7.2M,"199,691",,5 years ago,https://www.youtube.com/watch?v=R3tbVHlsKhs
The princess who rewrote history - Leonora Neville,1.5M,"45,456",,5 years ago,https://www.youtube.com/watch?v=jhcih25Z9vI
Why can't some birds fly? -  Gillian Gibb,1.9M,"35,296","1,123",5 years ago,https://www.youtube.com/watch?v=hRzRjHzvOts
What if cracks in concrete could fix themselves? - Congrui Jin,1.4M,"27,794",,5 years ago,https://www.youtube.com/watch?v=znSeL66e8qE
"Why should you read ""Waiting For Godot""? - Iseult Gillespie",1M,"30,264",,5 years ago,https://www.youtube.com/watch?v=Cz5ey3RqDBI
History through the eyes of a chicken - Chris A. Kniesly,4.5M,"117,438","5,407",5 years ago,https://www.youtube.com/watch?v=KsuesiVJgtI
Can you solve the killer robo-ants riddle? - Dan Finkel,2.7M,"35,818","4,438",5 years ago,https://www.youtube.com/watch?v=zoZVuqP1rQM
"Why should you read ""Don Quixote""? - Ilan Stavans",2.6M,"79,593","2,748",5 years ago,https://www.youtube.com/watch?v=dDUPu6tMWHY
Can you still feel a limb that's gone? - Joshua W. Pate,797K,"20,970",,5 years ago,https://www.youtube.com/watch?v=KdihphPp1Q0
Everything you need to know to read “The Canterbury Tales” - Iseult Gillespie,925K,"20,579",463,5 years ago,https://www.youtube.com/watch?v=h0ZrBr9DOwA
What’s a smartphone made of? - Kim Preshoff,626K,"14,193",,5 years ago,https://www.youtube.com/watch?v=eIdJ22AfsO8
How much will you change in the future? More than you think - Bence Nanay,364K,"10,973",425,5 years ago,https://www.youtube.com/watch?v=kfDvdYj0_fA
The myth of Hercules: 12 labors in 8-bits - Alex Gendler,7.1M,"159,253",,5 years ago,https://www.youtube.com/watch?v=nIIjhAuC76g
Can you solve the alien probe riddle? - Dan Finkel,2.4M,"27,160","1,895",5 years ago,https://www.youtube.com/watch?v=SXXrQlJoNsw
Could the Earth be swallowed by a black hole? - Fabio Pacucci,1M,"22,975",,5 years ago,https://www.youtube.com/watch?v=e9TLbZuvsko
Why should you read Edgar Allan Poe? - Scott Peeples,2.1M,"80,774",,5 years ago,https://www.youtube.com/watch?v=8lgg-pVjOok
What would happen if every human suddenly disappeared? - Dan Kwartler,4.9M,"133,524","8,858",5 years ago,https://www.youtube.com/watch?v=v6Agqm4K7Ok
How do cigarettes affect the body? - Krishna Sudhir,17M,"427,978",,5 years ago,https://www.youtube.com/watch?v=Y18Vz51Nkos
Is there any truth to the King Arthur legends? - Alan Lupack,2.9M,"74,531",,5 years ago,https://www.youtube.com/watch?v=RBsY88Lir-A
Can you solve the rebel supplies riddle? - Alex Gendler,2.7M,"34,338",,5 years ago,https://www.youtube.com/watch?v=3viZhIumUNo
What is the universe expanding into? - Sajan Saini,1.7M,"41,232",,5 years ago,https://www.youtube.com/watch?v=6PiyUjVxukI
Does stress affect your memory? - Elizabeth Cox,950K,"28,685",,5 years ago,https://www.youtube.com/watch?v=hyg7lcU4g8E
"Why should you read ""One Hundred Years of Solitude""? - Francisco Díez-Buzo",3.6M,"117,880",,5 years ago,https://www.youtube.com/watch?v=B2zhLYz4pYo
What is imposter syndrome and how can you combat it? - Elizabeth Cox,4.4M,"136,130","6,241",5 years ago,https://www.youtube.com/watch?v=ZQUxL4Jm1Lo
Can you solve the Leonardo da Vinci riddle? - Tanya Khovanova,4.1M,"65,324",,5 years ago,https://www.youtube.com/watch?v=lRfdMiURV4s
"Why is Aristophanes called ""The Father of Comedy""? - Mark Robinson",804K,"25,259",,5 years ago,https://www.youtube.com/watch?v=arQ6U3ev5ic
Zen kōans: Unsolvable enigmas designed to break your brain - Puqun Li,2.9M,"93,237",,5 years ago,https://www.youtube.com/watch?v=9p5Oi4wPVVo
What really happened to the Library of Alexandria? - Elizabeth Cox,2.7M,"74,745",,5 years ago,https://www.youtube.com/watch?v=jvWncVbXfJ0
How the Normans changed the history of Europe - Mark Robinson,3.1M,"67,492",,5 years ago,https://www.youtube.com/watch?v=Owf5Uq4oFps
Can you solve the rogue AI riddle? - Dan Finkel,3.9M,"42,593",,5 years ago,https://www.youtube.com/watch?v=qMFpOcLroOg
Why does your voice change as you get older? - Shaylin A. Schundler,1.7M,"31,617",,5 years ago,https://www.youtube.com/watch?v=rjibeBSnpJ0
Did ancient Troy really exist? - Einav Zamir Dembin,1.9M,"40,873","1,104",5 years ago,https://www.youtube.com/watch?v=gQbZX9JEQsQ
How can you change someone's mind? (hint: facts aren't always enough) - Hugo Mercier,2.1M,"76,114",,5 years ago,https://www.youtube.com/watch?v=58jHhNzUHm4
The breathtaking courage of Harriet Tubman - Janell Hobson,1.8M,"39,000",969,5 years ago,https://www.youtube.com/watch?v=Dv7YhVKFqbQ
A day in the life of an ancient Egyptian doctor - Elizabeth Cox,6.3M,"107,620",,5 years ago,https://www.youtube.com/watch?v=2rvLEJrQm7g
History vs. Augustus - Peta Greenfield & Alex Gendler,2.2M,"44,638",,6 years ago,https://www.youtube.com/watch?v=QrcmojhFmzY
How exactly does binary code work? - José Américo N L F de Freitas,1.3M,"37,056",,6 years ago,https://www.youtube.com/watch?v=wgbV6DLVezo
What is the coldest thing in the world? - Lina Marieth Hoyos,1.4M,"29,491",,6 years ago,https://www.youtube.com/watch?v=W6aL9YyRx1A
Why don’t poisonous animals poison themselves? - Rebecca D. Tarvin,2.5M,"35,659",,6 years ago,https://www.youtube.com/watch?v=-sEpBGF106k
Are there universal expressions of emotion? - Sophie Zadeh,402K,"7,047",,6 years ago,https://www.youtube.com/watch?v=-hr58Yu0yDs
Can you solve the Mondrian squares riddle? - Gordon Hamilton,1.1M,"18,433","1,148",6 years ago,https://www.youtube.com/watch?v=AWcY2-FBa9k
How much of what you see is a hallucination? - Elizabeth Cox,4.6M,"117,564",,6 years ago,https://www.youtube.com/watch?v=4DlipN61jGA
The psychology of post-traumatic stress disorder - Joelle Rabow Maletis,3M,"91,058",,6 years ago,https://www.youtube.com/watch?v=b_n9qegR7C4
How do your hormones work? - Emma Bryce,2.2M,"42,221",,6 years ago,https://www.youtube.com/watch?v=-SPRPkLoKp8
The science of hearing - Douglas L. Oliver,1M,"18,002",,6 years ago,https://www.youtube.com/watch?v=LkGOGzpbrCk
Did the Amazons really exist? - Adrienne Mayor,2.9M,"83,615",,6 years ago,https://www.youtube.com/watch?v=iYL5CLJ2prA
What causes insomnia? - Dan Kwartler,5.8M,"146,286",,6 years ago,https://www.youtube.com/watch?v=j5Sl8LyI7k8
The Irish myth of the Giant's Causeway - Iseult Gillespie,1.7M,"29,352",850,6 years ago,https://www.youtube.com/watch?v=aQbyVYUob1o
Can you solve the giant cat army riddle? - Dan Finkel,3.4M,"46,255","4,915",6 years ago,https://www.youtube.com/watch?v=YeMVoJKn1Tg
How one scientist averted a national health crisis - Andrea Tone,1.9M,"67,779","1,845",6 years ago,https://www.youtube.com/watch?v=4wIBCoxuOJ0
Could you live on the moon? - Alex Gendler,490K,"10,763",,6 years ago,https://www.youtube.com/watch?v=I5V2tcg1BvQ
Can you solve the penniless pilgrim riddle? - Daniel Finkel,6.1M,"79,922",,6 years ago,https://www.youtube.com/watch?v=6sBB-gRhfjE
Why is it so hard to cure ALS? - Fernando G. Vieira,420K,"10,810",,6 years ago,https://www.youtube.com/watch?v=P9CEzFYCWMo
Are naked mole rats the strangest mammals? - Thomas Park,583K,"16,582",,6 years ago,https://www.youtube.com/watch?v=2sKADUBfdMk
What is dust made of? - Michael Marder,1M,"22,007",,6 years ago,https://www.youtube.com/watch?v=P21a5Uty-uc
Can you solve the wizard standoff riddle? - Dan Finkel,12M,"196,326",,6 years ago,https://www.youtube.com/watch?v=mmkCS5eA4f8
How to stay calm under pressure - Noa Kageyama and Pen-Pen Chen,7.2M,"242,447",,6 years ago,https://www.youtube.com/watch?v=CqgmozFr_GM
"The journey to Pluto, the farthest world ever explored - Alan Stern",3M,"60,893",,6 years ago,https://www.youtube.com/watch?v=vyUnzfMh-zA
Why do we sweat? - John Murnan,1.2M,"21,501",,6 years ago,https://www.youtube.com/watch?v=fctH_1NuqCQ
How squids outsmart their predators - Carly Anne York,2.9M,"51,220",,6 years ago,https://www.youtube.com/watch?v=cpJlQo_65Ko
When will the next ice age happen? - Lorraine Lisiecki,1.6M,"33,059","1,966",6 years ago,https://www.youtube.com/watch?v=I4EZCy14te0
Can you solve the false positive riddle? - Alex Gendler,4M,"60,579",,6 years ago,https://www.youtube.com/watch?v=1csFTDXXULY
What causes constipation? - Heba Shaheed,4M,"53,675",,6 years ago,https://www.youtube.com/watch?v=0IVO50DuMCs
How does hibernation work? - Sheena Lee Faherty,1.5M,"40,207",,6 years ago,https://www.youtube.com/watch?v=xptpXSTtgSY
How to build a dark matter detector - Jenna Saffin,327K,"8,892",653,6 years ago,https://www.youtube.com/watch?v=PxzNo58pE2c
Which is stronger: Glue or tape? - Elizabeth Cox,13M,"101,197",,6 years ago,https://www.youtube.com/watch?v=HHuTrcXNxOk
How do we safely study living brains? - John Borghi and Elizabeth Waters,508K,"13,737",360,6 years ago,https://www.youtube.com/watch?v=B10pc0Kizsc
The rise and fall of the Assyrian Empire - Marian H Feldman,2.9M,"56,242",,6 years ago,https://www.youtube.com/watch?v=7pa54hWROpQ
Why can't you divide by zero? - TED-Ed,9.6M,"221,665",,6 years ago,https://www.youtube.com/watch?v=NKmGVE85GUU
How the world's first metro system was built - Christian Wolmar,1.8M,"41,478","1,058",6 years ago,https://www.youtube.com/watch?v=VdZd5zYTKAw
Why are fish fish-shaped? - Lauren Sallan,593K,"11,565",534,6 years ago,https://www.youtube.com/watch?v=Cd-artSbpXc
The surprising reasons animals play dead - Tierney Thys,2.2M,"36,033","1,394",6 years ago,https://www.youtube.com/watch?v=_hBAr7uJ6L8
What causes headaches? - Dan Kwartler,6.4M,"149,862",,6 years ago,https://www.youtube.com/watch?v=KpHP8VmxnBo
"The Cambodian myth of lightning, thunder, and rain - Prumsodun Ok",4.6M,"70,882",,6 years ago,https://www.youtube.com/watch?v=Ul9ysDvkuLA
The rise and fall of the Byzantine Empire - Leonora Neville,6M,"93,050","5,135",6 years ago,https://www.youtube.com/watch?v=Okph9wt8I0A
What causes body odor? - Mel Rosenberg,4.4M,"82,854",,6 years ago,https://www.youtube.com/watch?v=g96z1P3z5yU
A simple way to tell insects apart - Anika Hazra,294K,"7,049",,6 years ago,https://www.youtube.com/watch?v=BvLolPN8NvU
The most successful pirate of all time - Dian Murray,2.8M,"67,715",,6 years ago,https://www.youtube.com/watch?v=6BALmDghybk
A day in the life of a Roman soldier - Robert Garland,11M,"178,035",,6 years ago,https://www.youtube.com/watch?v=P5e7cl19Ha0
Why isn't the world covered in poop? - Eleanor Slade and Paul Manning,5.4M,"95,412",,6 years ago,https://www.youtube.com/watch?v=uSTNyHkde08
Can you solve the buried treasure riddle? - Daniel Griller,3.2M,"39,352","1,497",6 years ago,https://www.youtube.com/watch?v=tCeklW2e6_E
Cannibalism in the animal kingdom - Bill Schutt,6.7M,"93,535",,6 years ago,https://www.youtube.com/watch?v=bVMVxJJ7P8M
A day in the life of an ancient Athenian - Robert Garland,4.1M,"72,033",,6 years ago,https://www.youtube.com/watch?v=ar8S6virCwM
The science of skin - Emma Bryce,1.8M,"34,286",,6 years ago,https://www.youtube.com/watch?v=OxPlCkTKhzY
"Why should you read ""The Handmaid's Tale""? - Naomi R. Mercer",2.2M,"78,339",,6 years ago,https://www.youtube.com/watch?v=7v-mfJMyBO0
The myth of King Midas and his golden touch - Iseult Gillespie,7.1M,"117,850",,6 years ago,https://www.youtube.com/watch?v=nn8YGPZdCvA
The life cycle of the butterfly - Franziska Bauer,346K,"10,961",329,6 years ago,https://www.youtube.com/watch?v=rcAN4rkTmNU
Can you solve the seven planets riddle? - Edwin F. Meyer,4.3M,"49,281",,6 years ago,https://www.youtube.com/watch?v=dh4nEuhZBgg
The myth of Thor's journey to the land of giants - Scott A. Mellor,8.4M,"128,858",,6 years ago,https://www.youtube.com/watch?v=e6XeP9gQPmg
The surprising reason birds sing - Partha P. Mitra,649K,"18,483",413,6 years ago,https://www.youtube.com/watch?v=r5_ZSnFDPRg
The coin flip conundrum - Po-Shen Loh,661K,"13,641",,6 years ago,https://www.youtube.com/watch?v=IAiNqQi30-Y
The rise and fall of the Inca Empire - Gordon McEwan,3.8M,"73,785",,6 years ago,https://www.youtube.com/watch?v=UO5ktwPXsyM
The myth of Arachne  - Iseult Gillespie,8.8M,"155,343",,6 years ago,https://www.youtube.com/watch?v=XvUHcsZOhJ8
